subject,bal_acc,f1_macro,n_train,n_test
3,0.6614583333333334,0.6407551398213005,4608,576
8,0.6041666666666667,0.5999280012161121,4608,576
7,0.5798611111111112,0.5751532383314881,4608,576
1,0.5277777777777778,0.5302611526197698,4608,576
9,0.5208333333333334,0.5157869824599006,4608,576
5,0.5104166666666666,0.4933218792701551,4608,576
6,0.4704861111111111,0.4428982191743475,4608,576
4,0.4548611111111111,0.4458314256574586,4608,576
2,0.42187500000000006,0.40748658964524836,4608,576
