timestamp,trial_number,mean_bal_acc,n_subjects,run_zscore,run_bandpass,norm_axis,flow,fhigh,lr_exp,lr,epochs,batch_size,n_steps_train,n_steps_eval,readout_mode,temporal_filters,depth_multiplier,pointwise_filters,temporal_kernel_div,separable_kernel_size,pool1_size,pool2_size,dropout,beta,spike_grad_slope
2026-06-26T00:06:26,17,0.431134,9,False,True,"(1, 3)",4.2184126179288235,54.411663532436656,-3.3363549858714623,0.00046094,50,32,4,7,mem_last,29,4,23,4,25,8,4,0.5292028577904955,0.5160743260911108,40.80343554996694
2026-06-26T00:39:22,18,0.353974,9,False,True,"(1, 3)",3.251484389718863,99.28266396571377,-3.96290751362194,0.00010892,50,32,4,21,spk_sum,5,1,46,4,11,5,4,0.7442626277811446,0.9123428306241326,23.3890403588899
2026-06-26T01:43:58,19,0.390818,9,False,True,"(1, 3)",3.354704513942615,87.5901705474434,-4.47884958554067,3.32e-05,50,32,4,27,spk_sum,22,2,52,4,21,3,4,0.5192151470261842,0.5925939102742186,3.7468769484203044
2026-06-26T03:29:49,20,0.397762,9,False,True,"(1, 3)",1.0785159634069368,111.81696709229637,-2.4831006388834655,0.00328775,50,32,13,4,spk_last,10,4,32,8,20,6,2,0.6928434126596192,0.6526314198255331,43.91488836013006
2026-06-26T07:11:46,21,0.450039,9,False,True,"(1, 3)",1.1608735613076862,83.44333261526647,-2.8035621612332937,0.00157195,50,32,16,31,spk_sum,29,2,9,8,16,3,5,0.31965761972695883,0.6887925967934487,22.550080208002846
2026-06-26T09:10:24,22,0.44946,9,False,True,"(1, 3)",1.727522827032158,61.357211579986824,-3.2788621323872653,0.00052618,50,32,7,10,spk_sum,28,4,10,8,21,7,6,0.4542741180149008,0.9685261293576853,27.786224348343932
2026-06-27T00:09:06,24,0.450617,9,False,True,"(1, 3)",3.3011500520286154,65.49548723429449,-2.869248425064546,0.0013513,50,32,5,27,spk_mean,31,1,43,7,21,5,2,0.503429872285174,0.8959543404820398,15.373000732952079
2026-06-27T03:55:12,25,0.464892,9,False,True,"(1, 3)",1.7066650927374407,74.72786995314775,-2.3807413426561985,0.00416158,50,32,13,23,spk_sum,28,4,22,7,19,4,4,0.6966491252877408,0.885419564770138,16.528672328657105
2026-06-27T07:28:59,26,0.444444,9,False,True,"(1, 3)",1.969022908819333,116.94996876706414,-2.4266478369695497,0.00374414,50,32,14,19,spk_sum,28,3,29,7,15,6,6,0.4297248334603221,0.7184773506937812,51.84207413467027
2026-06-27T10:12:03,27,0.456597,9,False,True,"(1, 3)",1.3950859100542135,95.78245108108227,-2.6449492564561514,0.00226491,50,32,15,22,spk_last,20,2,15,7,22,4,5,0.6364962743736379,0.700996485586995,50.609298723444795
2026-06-27T12:00:13,28,0.403935,9,False,True,"(1, 3)",1.6812882055073834,88.29673455682024,-2.0739844977881403,0.00843365,50,32,7,14,spk_sum,28,3,12,8,4,5,6,0.7488847568332605,0.9542960694238518,27.172082321524584
2026-06-27T13:49:00,29,0.47936,9,False,True,"(1, 3)",2.297136605616323,49.81080133328995,-2.6891055650966127,0.00204595,50,32,8,28,spk_mean,31,1,13,8,22,8,4,0.2979796413988999,0.8912737210855477,3.8408943357028162
2026-06-27T16:03:37,30,0.475309,9,False,True,"(1, 3)",1.3264562073800417,61.28709451800411,-2.499952175250541,0.00316263,50,32,10,28,spk_mean,31,1,16,7,24,7,5,0.2793552503163244,0.8489911788895084,13.002420531877782
2026-06-27T17:23:06,32,0.467785,9,False,True,"(1, 3)",3.682346322939729,17.26784523824478,-3.060228867513921,0.0008705,50,32,7,23,mem_last,23,1,15,7,28,8,2,0.4324795179183243,0.8766893254125537,1.3651030505677273
2026-06-27T17:50:50,31,0.478588,9,False,True,"(1, 3)",2.1439402119318665,37.77754610004794,-2.5750062461954957,0.00266069,50,32,11,32,spk_mean,26,1,17,8,23,7,4,0.2828973048455397,0.9891589098644569,0.7070018202021022
2026-06-27T18:25:32,33,0.428048,9,False,True,"(1, 3)",1.462757676343914,95.28409054358274,-3.8980938002562335,0.00012645,50,32,8,31,spk_mean,21,2,25,8,22,6,4,0.46975126381596,0.9846125479816732,17.7993735229319
2026-06-27T19:27:30,36,0.446181,9,False,True,"(1, 3)",2.3193227236218252,37.88777756333038,-3.4791532207280516,0.00033178,50,32,10,32,spk_mean,16,1,30,7,24,5,4,0.2567618008608704,0.9248700737420548,3.045974876190819
2026-06-27T20:10:43,35,0.441358,9,False,True,"(1, 3)",3.34693315479523,31.24329447042145,-2.066752896322306,0.00857526,50,32,14,26,spk_mean,20,1,35,6,26,8,4,0.36228241466071565,0.9711632640728013,3.6514318345980783
2026-06-27T20:29:33,37,0.440586,9,False,True,"(1, 3)",3.312161858298192,71.58836738185968,-2.3060479858875245,0.00494256,50,32,11,27,spk_mean,21,2,17,8,18,7,2,0.3812319005748801,0.8812092666137681,4.873063381072528
2026-06-27T20:48:50,38,0.399498,9,False,True,"(1, 3)",2.890570185403966,69.36051009066045,-2.955593860831096,0.00110766,50,32,4,30,spk_last,31,3,25,8,20,8,4,0.2243870176963084,0.9186114144266042,15.528171254852529
2026-06-27T21:35:40,39,0.429591,9,False,True,"(1, 3)",3.5046538045007605,105.09704986905766,-2.6585185947171803,0.00219524,50,32,8,20,spk_mean,22,1,19,7,20,7,5,0.2712763675736213,0.9631730833339652,5.830348538375685
2026-06-27T23:01:30,41,0.461998,9,False,True,"(1, 3)",1.119225751811364,18.01462678767766,-3.4196887193902668,0.00038046,50,32,10,26,spk_mean,32,1,20,8,18,7,2,0.5049685281494993,0.9718008088158617,5.535706741553154
2026-06-27T23:30:26,42,0.445216,9,False,True,"(1, 3)",2.954927523602305,21.10704419976433,-2.0063018510702144,0.00985594,50,32,10,27,spk_mean,26,1,8,8,20,7,6,0.15371398895391972,0.9508480789901645,15.652251318842612
2026-06-27T23:32:15,43,0.469329,9,False,True,"(1, 3)",2.2821687646264572,27.525920966608492,-2.0621543834501788,0.00866654,50,32,7,28,spk_last,23,2,10,8,20,6,4,0.45250032041107435,0.9305830402788517,0.23318591311551828
2026-06-28T00:21:45,40,0.465856,9,False,True,"(1, 3)",2.5649754954836697,104.44703699120008,-3.2143399395444074,0.00061046,50,32,14,25,mem_last,31,3,26,8,19,3,3,0.42526772669491264,0.5327368329540283,38.16516192734662
2026-06-28T01:22:37,44,0.45216,9,False,True,"(1, 3)",1.8921066977983005,103.154961552565,-3.0192920841393196,0.00095655,50,32,11,23,spk_mean,25,2,40,8,21,2,6,0.49481395820795904,0.5389864024664023,37.991631915539344
2026-06-28T02:12:55,47,0.486304,9,False,True,"(1, 3)",1.1668755082416524,67.80633217168186,-2.7166809297897645,0.00192008,50,32,8,30,spk_mean,31,1,13,7,27,8,3,0.3808141321626304,0.8390863475221886,14.425499887564154
2026-06-28T02:32:48,45,0.463349,9,False,True,"(1, 3)",2.784855370668897,61.44913347292069,-3.043767540538262,0.00090413,50,32,12,28,spk_last,32,2,25,8,23,5,3,0.3809691065282581,0.9367038337802847,25.25850130018504
2026-06-28T02:37:41,46,0.457562,9,False,True,"(1, 3)",1.4404908904916442,117.68818292807693,-3.0953038025026274,0.00080296,50,32,16,29,spk_sum,22,2,14,7,22,6,4,0.5592871606661967,0.6015457511319238,52.5971947841014
2026-06-28T03:34:40,48,0.480324,9,False,True,"(1, 3)",1.14820362495424,54.7659651965927,-2.6502155650368944,0.00223761,50,32,10,22,spk_mean,26,2,27,7,30,7,5,0.200819914149975,0.9023295428285398,13.098600145317036
2026-06-28T03:35:11,50,0.446181,9,False,True,"(1, 3)",2.942681340653562,67.02302301154612,-2.595769395985322,0.00253648,50,32,4,25,spk_sum,32,1,35,8,14,7,5,0.4557895679596039,0.9044978423251429,0.17365068648109627
2026-06-28T04:02:39,51,0.457948,9,False,True,"(1, 3)",1.1913621607092997,92.52395659359513,-2.5855460828984995,0.00259689,50,32,6,21,spk_mean,31,1,15,6,29,7,2,0.47795546543917056,0.8019290410213175,17.57106129471795
2026-06-28T04:33:14,49,0.444059,9,False,True,"(1, 3)",1.6847499538352586,76.5274383305365,-2.5301600460326052,0.00295012,50,32,10,27,spk_sum,31,1,27,5,24,6,3,0.5939557512461816,0.6912123428441553,33.21719669770532
2026-06-28T05:28:47,52,0.445988,9,False,True,"(1, 3)",1.2844149849858273,47.18523278786392,-2.197458919729028,0.0063466,50,32,10,14,mem_last,21,2,36,6,31,8,3,0.29590269361043686,0.9218404718012446,22.437571241423875
2026-06-28T06:18:37,53,0.489005,9,False,True,"(1, 3)",1.9794659364446194,60.96435685502511,-3.1768763410729393,0.00066546,50,32,11,16,spk_mean,26,3,36,6,29,7,5,0.23582867002118388,0.9316235327429563,36.75570021160267
2026-06-28T07:06:19,56,0.483218,9,False,True,"(1, 3)",1.3352656843825932,36.41751467355253,-2.4999430075692706,0.00316269,50,32,8,19,spk_mean,30,2,29,6,28,7,5,0.11087305134269904,0.957109981113139,7.19460193838484
2026-06-28T07:27:34,55,0.46875,9,False,True,"(1, 3)",1.4031133297541583,13.029623971160142,-2.9354518064911432,0.00116024,50,32,13,10,spk_mean,25,3,25,8,28,8,6,0.19635088409314103,0.8224568245318203,7.849472656753283
2026-06-28T07:35:15,57,0.478974,9,False,True,"(1, 3)",1.9395100557613145,51.98436975932548,-3.2521049951918717,0.00055962,50,32,13,19,spk_mean,16,2,28,6,28,7,4,0.10976891593870508,0.7729205946671025,1.9650825090668498
2026-06-28T08:45:21,59,0.459298,9,False,True,"(1, 3)",2.599504984057143,37.165324191336616,-2.962726500967186,0.00108962,50,32,7,12,spk_mean,27,2,34,5,32,6,5,0.17601377823980646,0.9606779272379216,11.975793935278844
2026-06-28T08:55:55,60,0.465471,9,False,True,"(1, 3)",1.2386847311387188,21.206491412666786,-3.2623365485026996,0.00054659,50,32,6,20,spk_mean,26,2,34,5,32,6,5,0.20396850381184767,0.9688029333409084,13.391486068813476
2026-06-28T09:24:11,58,0.46277,9,False,True,"(1, 3)",1.3763701248782796,68.97235232904148,-3.5164585236429513,0.00030447,50,32,12,14,spk_mean,28,3,43,6,22,7,5,0.1707991724011776,0.9330140724918011,27.414868611770977
2026-06-28T11:00:46,62,0.459298,9,False,True,"(1, 3)",1.8293704521113248,12.40093879966015,-2.8490212363917258,0.00141572,50,32,9,26,mem_last,29,2,35,6,27,7,7,0.1625877308353125,0.7819979530711175,4.317325540647649
2026-06-28T11:02:33,61,0.491127,9,False,True,"(1, 3)",2.6324851988278173,75.49943136406173,-3.2389286340899237,0.00057686,50,32,12,12,spk_mean,29,4,36,7,29,5,5,0.3545624355599011,0.8595104570669643,43.42173254417763
2026-06-28T12:27:59,65,0.466435,9,False,True,"(1, 3)",1.8948269469532297,53.76828580458529,-2.316116175798358,0.0048293,50,32,7,12,spk_mean,25,2,22,8,25,5,4,0.1165558356260708,0.8468437254057647,1.0575701330811693
2026-06-28T12:28:48,63,0.492091,9,False,True,"(1, 3)",1.8471709498634592,96.22839364209813,-2.8226295305570566,0.00150442,50,32,14,28,spk_mean,27,3,32,7,29,5,6,0.1564231237950941,0.9578831723284896,26.553831066971522
2026-06-28T13:21:29,66,0.460648,9,False,True,"(1, 3)",3.7299178680060328,64.28025851973848,-3.2055287721216295,0.00062298,50,32,10,11,spk_mean,22,4,44,8,28,5,4,0.21038744089281197,0.7899006579121994,45.38491937909562
2026-06-28T15:25:40,67,0.457755,9,False,True,"(1, 3)",2.7925961312996495,88.73665456257048,-2.7239273596700775,0.00188831,50,32,11,18,spk_mean,25,4,33,6,25,5,8,0.27830365804313817,0.7722553736070443,54.21074682456219
2026-06-28T16:29:38,71,0.466049,9,False,True,"(1, 3)",1.495018994821771,113.94912602781015,-2.393371539868901,0.0040423,50,32,13,28,spk_sum,25,3,28,7,30,6,6,0.16033414503038956,0.9477839950766017,25.443412172271476
2026-06-28T16:56:46,69,0.427855,9,False,True,"(1, 3)",1.885907206507052,107.45390462675662,-2.093147163895866,0.00806962,50,32,15,32,spk_mean,26,3,43,7,22,3,5,0.13178224329579644,0.8440772924477288,32.52438741738364
2026-06-28T18:57:14,72,0.479745,9,False,True,"(1, 3)",1.700708764395464,112.016057156881,-2.9452330509971394,0.0011344,50,32,12,29,spk_mean,30,4,30,7,26,5,5,0.2860605095537202,0.9813780582833174,13.138628348740223
2026-06-28T19:49:48,74,0.482832,9,False,True,"(1, 3)",1.9947774730299035,103.84466883208253,-3.1775370720547245,0.00066445,50,32,15,26,spk_mean,27,4,20,5,29,4,5,0.18424546368948028,0.9888400239431278,31.464221897260174
2026-06-28T19:56:55,76,0.45679,9,False,True,"(1, 3)",3.570835308550708,79.36600376493458,-3.889467034579868,0.00012898,50,32,11,11,mem_last,31,3,36,7,22,4,6,0.3792794204985038,0.9120136770507159,44.34952935545728
2026-06-28T20:16:40,75,0.484182,9,False,True,"(1, 3)",1.253904950262966,77.76094615762331,-3.1857411234094517,0.00065202,50,32,15,27,spk_mean,26,3,26,6,27,3,8,0.25790537254591855,0.927607239336659,33.821243415080026
2026-06-28T22:01:28,77,0.472801,9,False,True,"(1, 3)",1.3757341674516588,100.47095328096626,-2.710227974662144,0.00194882,50,32,11,17,spk_mean,32,3,27,8,32,8,4,0.37236789560542316,0.9795969105195809,45.820349334473256
2026-06-28T23:28:33,79,0.451389,9,False,True,"(1, 3)",3.0688737613364983,76.81056881519368,-2.842207790797978,0.00143811,50,32,14,7,spk_mean,25,4,30,7,28,7,6,0.43835689050290594,0.8493708335891034,46.69848203358931
2026-06-28T23:31:43,80,0.450231,9,False,True,"(1, 3)",2.7285968510272185,61.140955685303226,-2.892851811548822,0.00127982,50,32,14,23,spk_mean,27,2,15,5,19,4,8,0.5431871068966874,0.9361870931817438,17.58475488310726
2026-06-29T00:34:52,78,0.462191,9,False,True,"(1, 3)",3.392256268031503,89.45367219341053,-3.012064712633903,0.0009726,50,32,15,20,spk_last,31,4,18,6,31,3,6,0.3022900559466688,0.9719681092439013,29.651214121438727
2026-06-29T01:58:36,81,0.464892,9,False,True,"(1, 3)",1.3501036150347443,51.26876046744268,-3.0910800580439,0.00081081,50,32,16,27,spk_mean,27,3,10,8,23,3,8,0.1691315988715557,0.9489855986798196,16.570505099992292
2026-06-29T03:36:44,83,0.453897,9,False,True,"(1, 3)",1.9251557407544615,107.54909362824903,-3.498621000290684,0.00031723,50,32,13,25,mem_last,24,4,18,3,23,3,4,0.23219990333711746,0.8410519081742142,33.68693262106777
2026-06-29T03:44:39,82,0.467014,9,False,True,"(1, 3)",1.3040821219815621,70.49327925582834,-3.4415233520279487,0.00036181,50,32,14,21,spk_sum,27,4,22,4,28,2,7,0.29341064699594566,0.9891885696808289,30.18634582038208
2026-06-29T05:19:44,84,0.423611,9,False,True,"(1, 3)",1.6510950051257947,75.2459237465695,-4.4149913518035415,3.846e-05,50,32,16,29,spk_mean,28,4,16,6,28,3,6,0.21268716459163767,0.8057675852141477,36.09868079021029
2026-06-29T05:45:20,85,0.428241,9,False,True,"(1, 3)",2.425410383953018,98.64033066941052,-4.200932363317557,6.296e-05,50,32,13,27,spk_mean,24,3,18,3,29,3,6,0.17466356205856473,0.9562332579052945,36.86654743648918
2026-06-29T06:28:25,86,0.464506,9,False,True,"(1, 3)",2.186203008048067,67.29604486219135,-3.280175368126848,0.0005246,50,32,14,28,spk_mean,18,3,27,5,22,3,7,0.3196270091072184,0.9572638996404543,42.4340490596104
2026-06-29T07:09:24,87,0.447724,9,False,True,"(1, 3)",2.613800942818532,90.47758178031646,-3.6145525185473892,0.00024291,50,32,16,30,spk_mean,17,4,10,5,23,4,5,0.1350165181963317,0.9270821863912644,20.102376818617856
2026-06-29T08:13:13,89,0.457562,9,False,True,"(1, 3)",1.4039515467954937,111.95985719057781,-2.90930633988057,0.00123224,50,32,15,24,mem_last,22,1,20,8,24,4,4,0.26109327037492547,0.7932305480872623,35.59329400516255
2026-06-29T08:53:47,88,0.457562,9,False,True,"(1, 3)",2.3778105589805048,98.70112902629336,-3.3807954775219633,0.00041611,50,32,15,22,spk_mean,30,2,11,7,28,4,4,0.18092745516012226,0.9398805471523555,39.52128310461626
2026-06-29T10:22:44,90,0.455633,9,False,True,"(1, 3)",1.0921093226479335,79.75208473884078,-2.4623508805764724,0.00344865,50,32,15,26,spk_mean,22,4,23,4,30,6,4,0.36962841901355326,0.8724458618340063,35.653831685687656
2026-06-29T14:51:50,95,0.483603,9,False,True,"(1, 3)",1.2218340766687261,88.48232636010835,-2.9530863119839736,0.00111407,50,32,16,32,spk_last,26,2,27,6,25,4,8,0.42492211947790415,0.8738971149130947,25.56772083092949
2026-06-29T16:56:43,96,0.451389,9,False,True,"(1, 3)",2.1873825762633663,88.94581488727844,-3.1699328019185584,0.00067619,50,32,15,23,spk_mean,22,2,33,6,27,6,8,0.17312146276327509,0.8605267653148234,26.6526805291264
2026-06-29T17:57:51,97,0.478202,9,False,True,"(1, 3)",1.4909743275046043,100.29413099344075,-2.718320668651422,0.00191284,50,32,14,28,spk_mean,28,3,20,6,29,3,8,0.1489818470915517,0.8382295254797923,40.23300522807292
2026-06-29T18:33:46,98,0.490934,9,False,True,"(1, 3)",1.129742868122728,78.02878641231325,-2.920088800400744,0.00120202,50,32,16,32,spk_last,27,2,21,6,28,3,8,0.3078375482009885,0.9061851671500406,16.135225610741323
2026-06-29T19:56:14,99,0.43885,9,False,True,"(1, 3)",3.256601668934584,19.731816200427453,-3.326098403634169,0.00047196,50,32,11,21,spk_mean,29,3,58,6,31,8,6,0.24337955439478634,0.9081166922370258,43.912156548478755
2026-06-29T21:14:16,100,0.436728,9,False,True,"(1, 3)",1.4101642987167597,77.34489259202269,-2.3763597342196476,0.00420378,50,32,15,32,spk_last,27,1,29,4,22,3,6,0.3146944563119617,0.8856160073132531,35.62767194071582
2026-06-29T22:55:36,101,0.43287,9,False,True,"(1, 3)",1.0630158416252284,36.80343780837015,-2.2219258768192622,0.00599893,50,32,16,26,spk_last,26,2,17,3,28,2,8,0.2656816806404839,0.905124411608942,2.546445564238544
2026-06-29T23:26:32,102,0.475694,9,False,True,"(1, 3)",2.059430736775277,65.51844730902708,-3.433016832084476,0.00036896,50,32,16,32,spk_last,22,2,38,4,29,3,7,0.5047457347041919,0.8698245445374593,28.245562368679742
2026-06-29T23:56:58,103,0.461227,9,False,True,"(1, 3)",1.8723652980385495,107.31150784637644,-3.6227051196653774,0.00023839,50,32,14,31,spk_last,17,3,25,6,28,3,8,0.335630352055342,0.8841910925025911,22.63938137583211
2026-06-30T02:03:29,105,0.476466,9,False,True,"(1, 3)",1.026095671073764,60.86927170310102,-2.671977063680226,0.00212825,50,32,12,31,spk_last,24,2,17,6,23,5,7,0.32551757425143335,0.945424312818596,16.50508771284318
2026-06-30T02:08:42,106,0.469715,9,False,True,"(1, 3)",1.912343052039586,90.24588236667934,-2.703804476354936,0.00197786,50,32,12,28,spk_last,25,1,14,8,19,5,8,0.37930215866078,0.8174442297053707,29.14056944925272
2026-06-30T02:36:18,104,0.45814,9,False,True,"(1, 3)",2.018656958466497,87.27378387165993,-3.6465159402658522,0.00022568,50,32,14,28,spk_last,31,2,35,5,31,3,8,0.25236280398271665,0.9061988378735294,10.789274679538853
2026-06-30T05:13:08,108,0.482446,9,False,True,"(1, 3)",1.0474949106132923,84.65301341061766,-2.9438665918241287,0.00113798,50,32,13,16,spk_sum,26,3,17,8,21,3,4,0.514521243226085,0.6712229532408808,39.200084177270654
2026-06-30T05:41:53,107,0.456211,9,False,True,"(1, 3)",1.2984869389807774,94.80748171532855,-2.838776947966912,0.00144952,50,32,16,15,spk_sum,29,2,21,7,16,3,5,0.5883672037181724,0.6620993023529982,50.218393057926036
2026-06-30T06:09:39,109,0.474151,9,False,True,"(1, 3)",1.0785658849767386,102.20824236553582,-3.561641009264287,0.00027438,50,32,13,23,spk_sum,31,3,28,8,14,5,6,0.614469798113946,0.6494743247433397,23.149463294066198
2026-06-30T08:20:32,112,0.425733,9,False,True,"(1, 3)",1.54600699929028,75.43118896028861,-3.6825249134229616,0.00020772,50,32,12,32,spk_sum,24,1,29,8,21,4,6,0.4129761429712394,0.7747047316179172,49.623963157528976
2026-06-30T08:59:29,111,0.453511,9,False,True,"(1, 3)",2.070645320907223,37.30984687905526,-2.6966210567936115,0.00201085,50,32,11,14,spk_sum,27,3,16,3,25,8,7,0.10233345024649318,0.9326008822296172,3.4879324257229025
2026-06-30T09:00:21,110,0.464506,9,False,True,"(1, 3)",1.5041352886987622,108.08221008825737,-2.4518420544718706,0.00353312,50,32,16,26,spk_last,25,3,16,7,23,4,8,0.30568578624745757,0.8547750636186504,3.1109779668643203
